	n_estimators	target
0	25	Gm16973
0	297	Zmym5
0	317	Zmym2
0	239	Ift88
0	114	Il17d
0	260	N6amt2
0	25	Xpo4
0	250	Sap18
0	417	Gm10094
0	281	Mrp63
0	68	Micu2
0	325	Rcbtb1
0	25	Setdb2
0	240	Cab39l
0	324	Cdadc1
0	164	Atp8a2
0	189	Nupl1
0	322	Mtmr6
0	208	Amer2
0	268	Spata13
0	228	Mipep
0	82	Sacs
0	239	Ebpl
0	366	Kpna3
0	261	Spryd7
0	287	Trim13
0	25	Dleu2
0	158	Rnaseh2b
0	202	Fam124a
0	164	Ints6
0	44	Wdfy2
0	49	Mtmr9
0	210	Xkr6
0	224	Pinx1
0	280	Msra
0	319	A930011O12Rik
0	212	Kif13b
0	65	Hmbox1
0	122	Ints9
0	359	Extl3
0	210	Fbxo16
0	284	Elp3
0	297	Ccdc25
0	337	Trim35
0	490	Stmn4
0	314	Pnma2
0	434	Bnip3l
0	379	Ppp2r2a
0	134	Kctd9
0	272	A230070E04Rik
0	49	Stc1
0	245	Entpd4_loc2
0	253	Entpd4_loc1
0	122	R3hcc1
0	244	Chmp7
0	242	Rhobtb2
0	163	Bin3
0	302	Ccar2
0	193	Ppp3cc
0	223	Hr
0	284	Nudt18
0	108	Gm9199
0	170	Rcbtb2
0	290	Lpar6
0	265	Med4
0	92	Nudt15
0	145	Htr2a
0	353	Esd
0	53	Lrch1
0	361	Zc3h13
0	166	Cog3
0	25	Slc25a30
0	48	Gm4285
0	570	Tpt1
0	268	Gtf2f2
0	236	Gpalpp1
0	192	Nufip1
0	234	Enox1
0	259	Dgkh
0	101	Vwa8
0	195	Naa16
0	130	Mtrf1
0	242	Kbtbd7
0	333	Wbp4
0	241	Elf1
0	326	Sugt1
0	197	Tdrd3
0	25	Dach1
0	298	Mzt1
0	111	Dis3
0	155	Pibf1
0	126	Klf5
0	338	Uchl3
0	128	Cln5
0	249	Fbxl3
0	351	Slain1
0	159	Rnf219
0	266	Rbm26
0	453	Ndfip2
0	265	Gpc5
0	287	Gpc6
0	85	Dct
0	25	Tgds
0	219	Gpr180
0	376	Dnajc3
0	172	Uggt2
0	104	Hs6st3
0	474	Mbnl2
0	319	Ipo5
0	212	Farp1
0	140	Stk24
0	232	Ubac2
0	364	Tm9sf2
0	243	Clybl
0	198	Zic2
0	228	Pcca
0	324	Itgbl1
0	242	AW549877
0	367	Rpl37
0	238	Prkaa1
0	281	Ttc33
0	330	Rictor
0	306	Lifr
0	225	Wdr70
0	191	Nup155
0	346	2410089E03Rik
0	266	Nipbl
0	225	Nadk2
0	82	Skp2
0	282	Lmbrd2
0	221	Dnajc21
0	256	Brix1
0	153	Rad1
0	226	Amacr
0	252	Tars
0	224	Mtmr12
0	286	Golph3
0	272	6030458C11Rik
0	291	Drosha
0	260	Cdh10
0	228	Cdh12
0	116	Gm5803
0	173	Cdh18
0	117	Gm5468
0	374	Fam134b
0	273	Zfp622
0	144	March11
0	415	Ank
0	113	Fam105b
0	202	Dap
0	228	Cmbl
0	431	Cct5
0	194	Fam173b
0	319	Sdc2
0	311	Mtdh
0	460	Laptm4b
0	348	Gm12191
0	172	Rpl30
0	150	Pop1
0	231	Kcns2
0	289	Vps13b
0	310	Polr2k
0	92	Spag1
0	246	Rnf19a
0	329	Ankrd46
0	460	Pabpc1
0	382	Zfp706
0	271	Rrm2b
0	257	Ubr5
0	283	Baalc
0	50	Slc25a32
0	274	Dcaf13
0	247	Zfpm2
0	309	Eif3e
0	42	Gm10373
0	395	Emc2
0	176	Tmem74
0	291	Eny2
0	191	Ebag9
0	136	2310069G16Rik
0	183	A930017M01Rik
0	280	Csmd3
0	326	Eif3h
0	175	Utp23
0	279	Rad21
0	158	Med30
0	87	Samd12
0	261	Taf2
0	264	Mrpl13
0	25	Zhx2
0	266	Derl1
0	103	Tbc1d31
0	291	9130401M01Rik
0	177	Wdyhv1
0	276	D15Ertd621e
0	183	Trmt12
0	218	Rnf139
0	157	Tatdn1
0	390	Sqle
0	241	Nsmce2
0	246	Trib1
0	83	Myc
0	206	Pvt1
0	28	H2afy3
0	151	Kcnq3
0	174	Lrrc6
0	378	Phf20l1
0	34	Wisp1
0	111	St3gal1
0	67	Zfat
0	223	Fam135b
0	284	Trappc9
0	265	Chrac1
0	230	Ago2
0	372	Ptk2
0	108	Dennd3
0	279	Ptp4a3
0	417	Bai1
0	110	Jrk
0	155	Them6
0	25	Zfp41
0	168	Top1mt
0	97	Rhpn1
0	39	Zc3h3
0	313	Eef1d
0	78	Tigd5
0	241	Pycrl
0	223	Tsta3
0	118	Zfp623
0	186	Zfp707
0	135	Ccdc166
0	330	Puf60
0	260	Plec
0	56	Oplah
0	284	Exosc4
0	250	Gpaa1
0	371	Cyc1
0	234	Maf1
0	156	Fam203a
0	238	Mroh1
0	245	Bop1
0	169	Hsf1
0	171	Dgat1
0	189	Fbxl6
0	93	Slc52a2
0	200	Adck5
0	249	Cpsf1
0	392	Vps28
0	41	Tonsl
0	316	Cyhr1_loc1
0	199	Cyhr1_loc2
0	331	Kifc2
0	165	Ppp1r16a
0	168	Gpt
0	219	Mfsd3
0	199	Lrrc14
0	200	Lrrc24
0	25	C030006K11Rik
0	272	Zfp251
0	96	Zfp7
0	224	Commd5
0	491	Rpl8
0	25	Zfp647
0	251	1110038F14Rik
0	309	Txn2
0	318	Eif3d
0	222	Ift27
0	149	Mpst
0	334	Kctd17
0	25	C1qtnf6
0	255	Cyth4
0	249	Elfn2
0	38	Card10
0	267	Gga1
0	108	Sh3bp1
0	232	Nol12
0	357	H1f0
0	203	Gcat
0	25	Ankrd54
0	323	Eif3l
0	307	1700088E04Rik
0	331	Polr2f
0	195	Gm10863
0	181	Pick1
0	234	Pla2g6
0	233	Maff
0	340	Csnk1e
0	379	Ddx17
0	294	Cby1
0	450	Tomm22
0	204	Gtpbp1
0	195	Cbx7
0	140	Tab1
0	315	Mgat3
0	214	Mief1
0	370	Atf4
0	233	Rps19bp1
0	326	Cacna1i
0	395	Tnrc6b
0	280	Adsl
0	271	Sgsm3
0	240	Mchr1
0	327	Slc25a17
0	345	St13
0	92	Xpnpep3
0	390	Rbx1
0	309	Ep300
0	233	L3mbtl2
0	252	Zc3h7b
0	384	Tef
0	202	Tob2
0	302	Phf5a
0	399	Aco2
0	476	Pmm1
0	166	Xrcc6
0	360	Nhp2l1
0	66	Ccdc134
0	265	Srebf2
0	275	1500009C09Rik
0	326	Smdt1
0	312	Tcf20
0	197	Serhl
0	266	Rrp7a
0	239	Poldip3
0	32	Rnu12
0	303	Arfgap3
0	75	1700001L05Rik
0	244	Ttll1
0	188	Mcat
0	149	Ttll12
0	148	Efcab6
0	187	Pnpla3
0	273	Samm50
0	26	Phf21b
0	240	Nup50
0	305	5031439G07Rik
0	190	Fam118a
0	224	Wnt7b
0	174	Cdpf1
0	117	Ttc38
0	177	Trmu
0	153	Gramd4
0	208	Tbc1d22a
0	320	Fam19a5
0	325	Brd1
0	135	Zbed4
0	39	Alg12
0	177	Creld2
0	231	Panx2
0	140	Trabd
0	188	Selo
0	117	Tubgcp6
0	59	Hdac10
0	200	Dennd6b
0	188	Ppp6r2
0	135	Lmf2
0	291	Ncaph2
0	128	Tymp
0	116	BC090627
0	89	Chkb
0	337	Mapk8ip2
0	164	Arsa
0	88	C230037L18Rik
0	258	Shank3
0	70	Alg10b
0	401	Kif21a
0	241	Lrrk2
0	104	Pdzrn4
0	174	Gxylt1
0	349	Yaf2
0	291	Zcrb1
0	241	Pphln1
0	59	Pus7l
0	231	Tmem117
0	242	Ano6
0	247	Arid2
0	182	Scaf11
0	146	Slc38a4
0	30	Amigo2
0	46	Pced1b
0	223	Rpap3
0	150	Hdac7
0	107	Tmem106c
0	53	Senp1
0	242	Asb8
0	255	AI836003
0	35	Zfp641
0	171	Kansl2
0	174	Ccnt1
0	166	9330020H09Rik
0	331	Cacnb3
0	104	Ddx23
0	154	Ccdc65
0	25	Fkbp11
0	224	Prkag1
0	307	Kmt2d
0	145	Rhebl1
0	43	Lmbr1l
0	61	4930578M01Rik
0	210	Spats2
0	386	Kcnh3
0	199	Mcrs1
0	353	Prpf40b
0	481	Tmbim6
0	25	Bcdin3d
0	289	Smarcd1
0	385	Gpd1
0	406	Cox14
0	262	Larp4
0	385	Dip2b
0	165	Atf1
0	120	Mettl7a1
0	193	Mettl7a2
0	222	Letmd1
0	228	Csrnp2
0	43	C330013E15Rik
0	372	Dazap2
0	305	Slc4a8
0	143	Acvr1b
0	206	A330009N23Rik
0	336	9430023L20Rik
0	102	Krt79
0	306	Eif4b
0	253	Tenc1
0	232	Csad
0	340	Zfp740
0	26	Rarg
0	291	Mfsd5
0	433	Pfdn5
0	214	Myg1
0	155	Aaas
0	223	Sp1
0	232	Prr13
0	370	Pcbp2
0	291	Map3k12
0	171	Tarbp2
0	38	Atf7
0	407	Atp5g2
0	182	Calcoco1
0	324	Cbx5
0	279	Copz1
0	326	Pde1b
0	183	Zfp263
0	118	Zfp174
0	261	Naa60
0	41	1700037C18Rik
0	286	Cluap1
0	75	Slx4
0	231	Trap1
0	367	Crebbp
0	73	Gm5766
0	32	Srl
0	45	Glis2
0	329	Pam16
0	227	Coro7
0	155	Vasn
0	235	Dnaja3
0	396	Hmox2
0	379	Cdip1
0	351	Mgrn1
0	390	Nudt16l1
0	264	Anks3
0	338	Glyr1
0	317	Ubn1
0	25	Nagpa
0	205	Alg1
0	71	Fam86
0	68	Cldn26
0	212	Mettl22
0	154	Tmem186
0	120	Pmm2
0	197	1810013L24Rik
0	283	Grin2a
0	164	Nubp1
0	187	Tvp23a
0	258	Clec16a
0	197	Txndc11
0	211	Zc3h7a
0	276	Rsl1d1
0	289	Gspt1
0	212	Ercc4
0	402	Mkl2
0	300	Bfar
0	282	3110001I22Rik
0	239	Rrn3
0	289	Ntan1
0	242	Pdxdc1
0	281	Mpv17l
0	198	Marf1
0	332	Nde1
0	340	Fopnl
0	203	Abcc1
0	230	Efcab1
0	25	Mcm4
0	208	Prkdc
0	245	Mzt2
0	263	Cebpd
0	25	Spidr
0	215	Yars2
0	185	Fgd4
0	666	Rpl31-ps12
0	163	Top3b
0	174	Ppm1f
0	225	Ypel1
0	234	Ppil2
0	118	Sdf2l1
0	311	Ydjc
0	369	Ube2l3
0	129	Hic2
0	294	Tmem191c
0	213	Serpind1
0	113	Snap29
0	207	Crkl
0	239	Aifm3
0	285	Lztr1
0	182	Thap7
0	283	Smpd4
0	183	Ccdc74a
0	185	Med15
0	282	Klhl22
0	102	B830017H08Rik
0	257	Dgcr2
0	188	Dgcr14
0	225	Dgcr6
0	301	Ranbp1
0	150	Trmt2a
0	203	Arvcf
0	349	Comt
0	187	Txnrd2
0	86	Gnb1l
0	197	Sept5
0	332	Ufd1l
0	254	2510002D24Rik
0	224	Mrpl40
0	221	Hira
0	59	Lamp3
0	254	Klhl24
0	278	Yeats2
0	276	Parl
0	306	Abcc5
0	252	Eif2b5
0	43	Dvl3
0	303	Abcf3
0	183	Vwa5b2
0	175	Alg3
0	181	Ece2
0	385	Psmd2
0	309	Eif4g1
0	348	Polr2h
0	235	Ephb3
0	218	Vps8
0	129	1300002E11Rik
0	145	Map3k13
0	298	Senp2
0	319	Tra2b
0	51	Tbccd1
0	310	Dnajb11
0	204	Snora81
0	106	Rfc4
0	113	St6gal1
0	43	1110054M08Rik
0	253	Lpp
0	359	A730098P11Rik
0	258	Ccdc50
0	193	Hrasls
0	371	Opa1
0	283	Atp13a3
0	88	Lsg1
0	194	Fam43a
0	137	Xxylt1
0	373	Acap2
0	281	Bdh1
0	409	Dlg1
0	279	0610012G03Rik
0	367	Ncbp2
0	271	Senp5
0	133	LOC101669761
0	202	Pak2
0	152	Pigx
0	365	Cep19
0	240	Fbxo45
0	157	Wdr53
0	248	Rnf168
0	194	Ubxn7
0	245	Tctex1d2
0	237	Pcyt1a
0	343	Tfrc
0	269	Tnk2
0	317	Fyttd1
0	177	Lrch3
0	423	Rpl35a
0	159	Lmln
0	285	Osbpl11
0	267	Snx4
0	32	1700007L15Rik
0	327	Zfp148
0	184	Heg1
0	277	Itgb5
0	162	Umps
0	304	Ptplb
0	226	Adcy5
0	232	Sec22a
0	25	Pdia5
0	40	Hspbap1
0	144	Parp9
0	276	Kpna1
0	149	Wdr5b
0	265	Fam162a
0	166	Ccdc58
0	244	Iqcb1
0	294	Golgb1
0	147	Gtf2e1
0	120	Rabl3
0	436	Lrrc58
0	472	Cox17
0	313	Adprh
0	174	Timmdc1
0	166	Poglut1
0	184	Tmem39a
0	201	B4galt4
0	389	Igsf11
0	313	Lsamp
0	159	2610015P09Rik
0	306	Naa50
0	234	Gm608
0	133	Spice1
0	228	Slc35a5
0	268	Atg3
0	200	Abhd10
0	136	C330027C09Rik
0	279	Ift57
0	267	Bbx
0	154	Cblb
0	174	Nxpe3
0	207	Cep97
0	470	Rpl24
0	40	2310061J03Rik
0	287	Zbtb11
0	354	Pcnp
0	168	Trmt10c
0	288	Senp7
0	251	Tfg
0	213	Tbc1d23
0	262	Cmss1
0	190	Dcbld2
0	388	Cldn25
0	144	Mina
0	323	Arl6
0	25	Arl13b
0	245	Pros1
0	159	4930453N24Rik
0	231	Cggbp1
0	319	Chmp2b
0	64	1700010K23Rik
0	166	Gbe1
0	172	Rbm11
0	328	Hspa13
0	327	Usp25
0	146	2810055G20Rik
0	237	Cxadr
0	252	Ncam2
0	236	Mrpl39
0	187	Gabpa
0	25	Adamts5
0	260	N6amt1
0	247	Ltn1
0	322	Usp16
0	72	B130034C11Rik
0	239	Bach1
0	183	Scaf4
0	265	Hunk
0	190	Mis18a
0	73	Urb1
0	242	1110004E09Rik
0	248	Paxbp1
0	264	Ifnar2
0	351	Ifnar1
0	276	Ifngr2
0	364	Tmem50b
0	207	Gart
0	669	Son
0	293	Cryzl1
0	365	Itsn1
0	329	Slc5a3
0	308	Mrps6
0	229	Smim11
0	91	Setd4
0	291	Cbr1
0	165	Cbr3
0	274	Dopey2
0	223	Morc3
0	29	Hlcs
0	267	Pigp
0	205	Dscr3
0	290	Dyrk1a
0	264	Kcnj6
0	227	Ets2
0	272	Brwd1
0	254	Hmgn1
0	327	Wrb
0	265	Dscam
0	167	C2cd2
0	25	A630089N07Rik
0	111	Pisd-ps2
0	208	Scaf8
0	94	Tfb1m
0	354	Arid1b
0	308	Zdhhc14
0	269	Synj2
0	170	Serac1
0	431	Gtf2h5
0	368	Tulp4
0	236	Tmem181a
0	145	Dynlt1a
0	378	Dynlt1b
0	152	Tmem181b-ps
0	397	Dynlt1c_loc2
0	203	Mir692-1
0	200	Rsph3b
0	229	Tagap1
0	134	Gm1604b_loc1
0	198	Rps6ka2
0	95	Tagap
0	153	Rsph3a
0	181	Fgfr1op
0	577	Mpc1
0	25	4930506C21Rik
0	241	Sft2d1
0	356	Prr18
0	286	Pde10a
0	141	A230009B12Rik
0	161	Park2
0	357	Agpat4
0	236	Map3k4
0	150	4732491K20Rik
0	193	Igf2r
0	372	Mrpl18
0	443	Tcp1
0	115	Acat3
0	366	Sod2
0	351	Mllt4
0	260	1600012H06Rik
0	25	Phf10
0	103	9030025P20Rik
0	176	Ermard
0	64	Dll1
0	277	Fam120b
0	514	Psmb1
0	121	Tbp
0	198	Pdcd2
0	25	Prdm9
0	205	Chd1
0	61	Zfp960
0	25	Zfp97
0	199	Riok2
0	154	Lnpep
0	113	4930546H06Rik
0	198	Zfp160
0	25	Zfp51
0	117	Zfp53
0	193	Zfp52
0	210	Zfp948
0	130	3110052M02Rik
0	25	Gm10509
0	139	Zfp760
0	25	Zfp229
0	161	2210404O09Rik
0	186	Zfp942
0	173	Zfp943
0	47	Zfp947
0	137	Gm4944
0	143	Zfp944
0	107	Zfp758
0	174	Zfp946
0	29	Gm16386
0	46	Zfp945
0	25	Zfp213
0	60	Zfp13
0	83	Thoc6
0	151	9530082P21Rik
0	248	Flywch1
0	494	Tceb2
0	334	Pdpk1
0	172	Amdhd2
0	186	Ntn3
0	68	1600002H07Rik
0	67	Ccnf
0	283	Abca3
0	25	D330041H03Rik
0	335	Rnps1
0	254	Eci1
0	157	E4f1
0	313	Pgp
0	205	Mlst8
0	306	Caskin1
0	194	Traf7
0	180	2610019E17Rik
0	371	Pkd1
0	325	Tsc2
0	143	Nthl1
0	267	Zfp598
0	104	Gfer
0	152	Tbl3
0	294	Snhg9
0	257	Rps2
0	140	Msrb1
0	181	Fahd1
0	396	Hagh
0	265	Nubp2
0	267	Spsb3
0	182	Eme2
0	302	Mrps34
0	303	Nme3
0	345	Mapk8ip3
0	179	Ift140
0	152	Telo2
0	247	Clcn7
0	319	BC003965
0	219	Unkl
0	304	Gnptg
0	234	Tsr3
0	110	Baiap3
0	306	Ube2i
0	245	Lmf1
0	257	Gng13
0	284	Rpusd1
0	155	Narfl
0	299	Haghl
0	352	Fam173a
0	223	Wdr24
0	191	Jmjd8
0	309	Stub1
0	159	Rhbdl1
0	258	Rhot2
0	136	Wdr90
0	25	Fam195a
0	304	0610011F06Rik
0	273	Pigq
0	161	Capn15
0	252	Rab11fip3
0	234	Decr2
0	25	Nme4
0	201	Tmem8
0	314	Mrpl28
0	212	Axin1
0	221	Rgs11
0	391	Luc7l
0	319	Neurl1b
0	298	Ergic1
0	448	Atp6v0e
0	258	Crebrf
0	237	Bnip1
0	194	Phf1
0	342	Cuta
0	147	Syngap1
0	153	Zbtb9
0	135	Ggnbp1
0	36	Bak1
0	351	Uqcc2
0	286	Hmga1-rs1
0	367	Nudt3
0	325	Rps10
0	317	D17Wsu92e
0	239	Snrpc
0	164	Uhrf1bp1
0	260	Taf11
0	181	Anks1
0	241	Zfp523
0	25	Ppard
0	115	Fance
0	338	Rpl10a
0	266	Lhfpl5
0	298	Srpk1
0	329	Mapk14
0	176	Brpf3
0	115	4930539E08Rik
0	170	Kctd20
0	203	Stk38
0	376	Srsf3
0	270	BC004004
0	263	Fgd2
0	136	Pim1
0	90	Tbc1d22b
0	240	Rnf8
0	230	Cmtr1
0	198	Ccdc167
0	226	Zfand3
0	278	Btbd9
0	586	Gm6402
0	262	Abcg1
0	48	Slc37a1
0	129	Pde9a
0	162	Wdr4
0	135	Pknox1
0	247	U2af1
0	137	Rrp1b
0	328	Brd4
0	241	Akap8
0	25	Wiz
0	101	Cyp4f16
0	191	Cyp4f15
0	269	Zfp871
0	147	Zfp799
0	34	Zfp870
0	37	Cyp4f13
0	51	Zfp472
0	157	Zfp952
0	145	Zfp763
0	196	Zfp563
0	55	Morc2b
0	246	Zfp955a
0	275	Zfp955b
0	65	Zfp81
0	146	Zfp101
0	150	Adamts10
0	232	Zfp414
0	286	Hnrnpm
0	247	March2
0	298	Rab11b
0	310	Kank3
0	564	Ndufa7
0	189	Cd320
0	81	BC051226
0	208	Daxx
0	181	Zbtb22
0	308	Tapbp
0	255	Rgl2
0	315	H2-Ke2
0	112	Wdr46
0	506	Rps18
0	254	Vps52
0	83	Ring1
0	163	H2-Ke6
0	317	Slc39a7
0	268	Rxrb
0	205	Col11a2
0	294	Brd2
0	320	H2-DMa
0	188	Tap2
0	45	BC051142
0	214	Notch4
0	245	Pbx2
0	349	Rnf5
0	315	Agpat1
0	146	Prrt1
0	164	Fkbpl
0	307	Atf6b
0	258	Stk19
0	166	Dxo
0	269	Skiv2l
0	165	Nelfe
0	317	Ehmt2
0	296	Neu1
0	146	Lsm2
0	233	Vars
0	282	Ddah2
0	271	Abhd16a
0	110	Gpank1
0	141	D17H6S53E
0	311	Bag6
0	148	Prrc2a
0	308	Ddx39b
0	108	Vars2
0	148	Gtf2h4
0	300	Flot1
0	25	Mdc1
0	142	Nrm
0	130	Ppp1r18
0	158	Dhx16
0	284	2310061I04Rik
0	253	Mrps18b
0	243	Ppp1r10
0	258	Gm8801
0	343	Abcf1
0	200	Prr3
0	392	Gnl1
0	314	A930015D03Rik
0	259	Rpp21
0	181	Trim39
0	142	Trim26
0	366	Ppp1r11
0	265	Znrd1
0	87	Znrd1as
0	176	H2-M3
0	280	Mut
0	322	Tnfrsf21
0	36	E130008D07Rik
0	167	Slc25a27
0	370	Enpp5
0	127	Supt3
0	308	Cdc5l
0	25	Spats1
0	153	Aars2
0	317	Slc35b2
0	373	Tmem63b
0	301	Mrpl14
0	304	Mrps18a
0	127	Mad2l1bp
0	279	Gtpbp2
0	25	Polh
0	155	Xpo5
0	232	Polr1c
0	299	Yipf3
0	209	Lrrc73
0	289	Dlk2
0	45	Abcc10
0	272	Zfp318
0	172	Ttbk1
0	108	Dnph1
0	49	Ptk7
0	37	Klc4
0	274	Mrpl2
0	193	Cul7
0	145	Rrp36
0	345	Klhdc3
0	313	Mea1
0	255	Pex6
0	196	Cnpy3
0	190	2310039H08Rik
0	159	Rpl7l1
0	231	Tbcc
0	301	Ubr2
0	142	Trerf1
0	242	Mrps10
0	25	Taf8
0	194	Ccnd3
0	191	Bysl
0	198	Med20
0	51	Usp49
0	168	Frs3
0	197	Tfeb
0	117	Foxp4
0	73	Nfya
0	141	Oard1
0	175	Lrfn2
0	217	Kif6
0	254	Plcl2
0	337	Rab5a
0	291	Kat2b
0	25	Pot1b
0	65	Zfp119a
0	76	Zfp959
0	25	Zfp119b
0	135	Ebi3
0	25	Ccdc94
0	268	Shd
0	269	Fsd1
0	295	Mpnd
0	152	Sh3gl1
0	145	Chaf1a
0	330	Ubxn6
0	269	Hdgfrp2
0	196	Tnfaip8l1
0	331	D17Wsu104e
0	168	Mir7b
0	272	Fem1a
0	38	Ticam1
0	229	Kdm4b
0	166	Safb2
0	342	Safb
0	401	2410015M20Rik
0	434	Rpl36
0	281	Lonp1
0	290	Ranbp3
0	62	Vmac
0	239	Dus3l
0	377	Clpp
0	237	Alkbh7
0	260	Gtf2f1
0	77	Gpr108
0	119	Trip10
0	169	Cntnap5c
0	139	Fert2
0	224	Man2a1
0	174	Ppp4r1
0	280	Ralbp1
0	185	Twsg1
0	185	Wash
0	171	Tmem200c
0	512	Epb4.1l3
0	196	Zbtb14
0	90	C030034I22Rik
0	351	Lpin2
0	205	Smchd1
0	154	Trmt61b
0	207	Wdr43
0	324	Ypel5
0	210	Lclat1
0	329	Ehd3
0	169	Memo1
0	288	Dpy30
0	286	Spast
0	188	Slc30a6
0	250	Yipf4
0	429	Birc6
0	246	Ttc27
0	237	Ltbp1
0	213	Fez2
0	221	Heatr5b
0	287	Gpatch11
0	201	Gm6548
0	247	1110001A16Rik
0	262	Cebpz
0	277	Ndufaf7
0	202	Rmdn2
0	255	Atl2
0	117	Galm
0	364	Srsf7
0	161	Gemin6
0	241	Morn2
0	239	Sos1
0	41	Thumpd2
0	246	Eml4
0	381	Cox7a2l
0	127	Mta3
0	42	Thada
0	65	Plekhh2
0	243	Dync2li1
0	36	1110020A21Rik
0	319	Ppm1b
0	295	Prepl
0	210	Camkmt
0	162	Srbd1
0	246	Rhoq
0	167	Pigf
0	402	Cript
0	289	Socs5
0	323	Mcfd2
0	70	Ttc7
0	233	Msh2
0	77	Kcnk12
0	246	Msh6
0	157	Foxn2
0	265	Ppp1r21
0	37	Mettl4
0	196	Gm1976
0	25	Gm20939
0	319	Cul2
0	87	Bambi
0	207	Mtpap
0	27	Svil
0	25	Zfp438
0	249	Zeb1
0	174	Epc1
0	401	Rab18
0	30	Mpp7
0	339	Wac
0	54	Fzd8
0	261	Thoc1
0	354	Rock1
0	172	Greb1l
0	252	Esco1
0	400	Snrpd1
0	114	Mib1
0	36	Rbbp8
0	167	Cables1
0	74	Tmem241
0	274	Riok3
0	211	3110002H16Rik
0	322	Ttc39c
0	25	Zfp521
0	132	Taf4b
0	147	Rnf138
0	160	Asxl3
0	367	Dtna
0	373	Mapre2
0	210	Zfp397
0	200	Zfp35
0	218	Zfp191
0	154	Ino80c
0	262	Galnt1
0	188	2700062C07Rik
0	304	Elp2
0	52	AW554918
0	261	Pik3c3
0	229	Sap130
0	225	Ammecr1l
0	292	Polr2d
0	296	Wdr33
0	85	Sft2d3
0	245	Lims2
0	202	Iws1
0	208	Map3k2
0	227	Ercc3
0	480	Bin1
0	231	Wdr36
0	66	Stard4
0	154	2410004N09Rik
0	391	Apc
0	364	Srp19
0	150	Fam13b
0	210	Brd8
0	161	Cdc23
0	244	Fam53c
0	232	Kdm3b
0	374	Reep2
0	231	Etf1
0	333	Hspa9
0	374	Ctnna1
0	107	Sil1
0	302	Snhg4
0	473	Paip2
0	35	Prob1
0	216	Spata24
0	310	Dnajc18
0	324	Ube2d2a
0	383	Cxxc5
0	322	Psd2
0	248	Nrg2
0	429	Pura
0	351	Igip
0	458	Cystm1
0	413	Pfdn1
0	307	Ankhd1
0	162	Eif4ebp3
0	272	Sra1
0	223	Apbb3
0	286	Slc35a4
0	107	Tmco6
0	463	Ndufa2
0	330	Ik
0	158	Wdr55
0	236	Hars2
0	450	Zmat2
0	133	Vaultrc5
0	217	Gm6756
0	125	Pcdha2
0	99	Pcdha3
0	79	Pcdha4-g
0	68	Pcdha6
0	89	Pcdha10
0	108	Pcdha12
0	131	Pcdhac1
0	260	Pcdhac2
0	118	Pcdhb2
0	64	Pcdhb4
0	25	Pcdhb5
0	67	Pcdhb9
0	28	Pcdhb10
0	25	Pcdhb11
0	121	Pcdhb12
0	65	Pcdhb13
0	140	Pcdhb14
0	34	Pcdhb15
0	186	Pcdhb16
0	122	Pcdhb17
0	56	Pcdhb18
0	25	Pcdhb19
0	103	Pcdhb20
0	69	Pcdhb21
0	32	Pcdhb22
0	114	Pcdhga3
0	43	Pcdhga11
0	223	Pcdhgc5
0	146	Diap1
0	318	Hdac3
0	240	Rell2
0	134	Fchsd1
0	144	Pcdh1
0	167	1700086O06Rik
0	123	0610009O20Rik
0	168	Gnpda1
0	30	Spry4
0	279	Arhgap26
0	291	Nr3c1
0	275	Yipf5
0	417	2900055J20Rik
0	92	Kctd16
0	295	Lars
0	49	Gm4013
0	308	Rbm27
0	328	Tcerg1
0	132	Gpr151
0	291	Jakmip2
0	277	Dcp2
0	187	Mcc
0	121	A930012L18Rik
0	240	Ythdc2
0	77	Pggt1b
0	275	Ccdc112
0	25	Fem1c
0	353	Tmed7
0	282	Eif1a
0	254	Atg12
0	296	Ap3s1
0	206	Commd10
0	43	Dtwd2
0	248	Dmxl1
0	289	Tnfaip8
0	397	Hsd17b4
0	260	Srfbp1
0	51	Sncaip
0	386	Snx2
0	158	Snx24
0	309	Csnk1g3
0	106	9330117O12Rik
0	153	Aldh7a1
0	334	Phax
0	114	Lmnb1
0	129	March3
0	145	C330018D20Rik
0	162	Prrc1
0	197	Isoc1
0	262	A730017C20Rik
0	230	Chsy3
0	338	Dctn4
0	240	Rbm22
0	207	Synpo
0	232	Ndst1
0	489	Rps14
0	198	Tcof1
0	226	Hmgxb3
0	407	Csnk1a1
0	238	Gm20748
0	207	Pcyox1l
0	202	Grpel2
0	248	1500015A07Rik
0	172	Ablim3
0	144	Sh3tc2
0	166	Htr4
0	202	Fbxo38
0	198	Spink10
0	200	Apcdd1
0	383	Napg
0	327	Txnl1
0	364	Wdr7
0	266	Fech
0	323	Nedd4l
0	25	Malt1
0	247	Zfp532
0	428	Sec11c
0	216	Lman1
0	324	Chmp1b
0	91	Mppe1
0	140	Tubb6
0	275	Slmo1
0	309	Spire1
0	27	Cep76
0	276	Psmg2
0	226	Ptpn2
0	254	Seh1l
0	155	Cep192
0	148	Ldlrad4
0	188	Fam210a
0	297	Rnmt
0	125	4930503L19Rik
0	129	Poli
0	168	Mbd2
0	170	Mex3c
0	238	Smad4
0	230	Elac1
0	180	Me2
0	201	Cxxc1
0	201	Mbd1
0	326	Rpl17
0	479	BC031181
0	249	Dym
0	419	Smad7
0	285	Ctif
0	230	Smad2
0	363	Ier3ip1
0	338	Hdhd2
0	128	Katnal2
0	287	Pias2
0	280	St8sia5
