	target	non_zero
4085	Tpgs2	1096
4086	Rbmx	1096
4087	BC029214	1095
4088	Ttc9b	1094
4089	Clip4	1094
4090	Bex1	1094
4091	Ermn	1094
4092	Eif2s3y	1093
4093	Mlec	1093
4094	Lman1	1093
4095	Hist2h2aa1_loc1	1093
4096	Sf3a1	1093
4097	Fech	1092
4098	Nelfcd	1092
4099	Mrps18b	1092
4100	Afg3l2	1092
4101	Dpysl3	1092
4102	Gng11	1092
4103	D15Ertd621e	1092
4104	Srgap2	1091
4105	Mtmr4	1091
4106	Abca5	1090
4107	Magt1	1090
4108	Lsm14a	1090
4109	Arhgap1	1090
4110	Chic1	1090
4111	Limk2	1089
4112	Tmem132a	1089
4113	Arl6ip4	1089
4114	Pak2	1089
4115	Fam212b	1089
4116	Galnt2	1088
4117	Sh3bp5l	1088
4118	Fuca2	1088
4119	Galnt9	1088
4120	Armcx2	1088
4121	Setx	1087
4122	Sidt1	1087
4123	Stx16	1087
4124	Gm14436	1087
4125	Rab28	1086
4126	March7	1086
4127	OTTMUSG00000016609_loc5	1086
4128	Fmn2	1086
4129	Farsa	1086
4130	Golph3	1085
4131	Plekhb1	1085
4132	Ocrl	1085
4133	Drp2	1084
4134	Pbx2	1084
4135	Erc1	1084
4136	Nsun2	1084
4137	OTTMUSG00000016609_loc2	1084
4138	Tmem41b	1083
4139	Zkscan1	1083
4140	Coq5	1083
4141	Paip1	1083
4142	Wdr83	1083
4143	Tmed3	1083
4144	Btrc	1082
4145	Hras1	1082
4146	Usp19	1082
4147	Bfar	1082
4148	Nr4a1	1081
4149	Mtx2	1081
4150	Ryr3	1081
4151	Stx4a	1081
4152	Bphl	1081
4153	Phc3	1080
4154	Resp18	1080
4155	Insig1	1080
4156	Lrif1	1080
4157	Bcas3	1080
4158	Stk19	1080
4159	Nudt19	1079
4160	Fbxo45	1079
4161	Pop7	1079
4162	Cpox	1079
4163	Aebp2	1079
4164	Shprh	1079
4165	Gbas	1079
4166	Gm1673	1079
4167	Dmwd	1078
4168	Atf6	1078
4169	Trak1	1078
4170	Fcho2	1078
4171	Herpud2	1078
4172	Sap30bp	1078
4173	Pisd-ps1	1078
4174	Lemd3	1078
4175	Pomgnt1	1077
4176	Igfbp4	1077
4177	Apba1	1077
4178	Triap1	1076
4179	Terf2ip	1076
4180	Itgav	1076
4181	Sparc	1076
4182	Ano3	1076
4183	Metap1	1076
4184	Gm17066	1076
4185	Pef1	1075
4186	Snhg5	1075
4187	Atg16l1	1075
4188	Mkln1	1075
4189	Egln2	1074
4190	Ppp1r9b	1074
4191	Kctd2	1074
4192	Ctsz	1074
4193	Fstl1	1074
4194	Fktn	1074
4195	Gnb4	1073
4196	Ddhd1	1073
4197	Rpp14	1073
4198	Babam1	1073
4199	5830418K08Rik	1072
4200	Rtn4rl1	1072
4201	Cul4a	1072
4202	Dus3l	1072
4203	B9d1	1072
4204	H2afv	1072
4205	Get4	1072
4206	Mut	1071
4207	Kansl1	1071
4208	Xpo7	1071
4209	Pik3r2	1071
4210	Fgfr1	1071
4211	Zmpste24	1071
4212	Dicer1	1071
4213	Fhl2	1071
4214	Nrbp1	1071
4215	Snrnp25	1070
4216	Cdk13	1070
4217	2700029M09Rik	1070
4218	Shoc2	1070
4219	Prpf38b	1070
4220	Mum1	1070
4221	Vps4b	1069
4222	Sel1l3	1069
4223	Mul1	1069
4224	Cnot10	1069
4225	Serp2	1069
4226	Wdr75	1069
4227	Sdr39u1	1069
4228	Bicd1	1068
4229	Gpd1l	1068
4230	Ptplb	1068
4231	Fndc4	1068
4232	Gm9855	1068
4233	Rasal1	1068
4234	Rcc2	1067
4235	Atp2b4	1067
4236	D14Abb1e	1067
4237	Trappc12	1067
4238	Nf1	1067
4239	Sptbn4	1067
4240	Clk3	1067
4241	Kcnj4	1066
4242	Exosc1	1066
4243	Xpo6	1066
4244	Osbp	1066
4245	Cbx1	1066
4246	Gskip	1065
4247	1110032A03Rik	1065
4248	Man1a	1065
4249	Cdkl5	1065
4250	Nrep	1065
4251	Ptcd3	1064
4252	Smim4	1064
4253	Tmem229a	1063
4254	Nucb1	1063
4255	Srp68	1063
4256	Acadm	1062
4257	Lrrc4	1062
4258	Btg2	1062
4259	Foxk2	1062
4260	Prpsap1	1062
4261	Hs3st1	1062
4262	Exosc9	1062
4263	Serf1	1061
4264	Grm3	1061
4265	Tnfrsf21	1061
4266	Pip4k2c	1060
4267	Ddx55	1060
4268	Dnajc11	1060
4269	Snx19	1059
4270	Nmnat2	1059
4271	Nat14	1059
4272	Auts2	1059
4273	Wscd1	1059
4274	Gatad1	1058
4275	Msra	1058
4276	Rae1	1058
4277	Nt5dc3	1058
4278	Lrrc4b	1058
4279	Arl5a	1057
4280	Tmem47	1057
4281	Pcdh20	1056
4282	Mog	1056
4283	Rc3h1	1056
4284	Ifngr2	1055
4285	AI414108	1055
4286	Nit1	1055
4287	Lmtk3	1055
4288	Ncln	1055
4289	Kcna6	1054
4290	Eid2	1054
4291	S100a13	1054
4292	Xpr1	1054
4293	Sec31a	1054
4294	C2cd5	1054
4295	Galnt1	1053
4296	Kdelr2	1053
4297	Raf1	1053
4298	Ap3b1	1053
4299	Ncoa2	1052
4300	Fam193a	1052
4301	Suz12	1052
4302	D1Ertd622e	1052
4303	Kcnn2	1052
4304	Aptx	1052
4305	Las1l	1052
4306	Rab27b	1051
4307	Snx4	1051
4308	Dda1	1051
4309	Olig1	1051
4310	U2af2	1051
4311	Ccs	1051
4312	Bdh1	1051
4313	Bag1	1051
4314	Ptpn2	1051
4315	Fbxo31	1051
4316	Adam9	1051
4317	Hipk3	1050
4318	2700094K13Rik	1050
4319	St6galnac5	1050
4320	Ppp4r4	1050
4321	Gns	1050
4322	Utp11l	1050
4323	Acsl6	1049
4324	Dlg2	1049
4325	Kbtbd2	1049
4326	Rmnd5b	1049
4327	Sowaha	1049
4328	Pithd1	1049
4329	Nnat	1049
4330	Fbxo18	1048
4331	Nip7	1048
4332	Nanp	1047
4333	Twf2	1047
4334	Tomm34	1046
4335	Lims1	1046
4336	Zdhhc3	1046
4337	Fzr1	1046
4338	Cdc42se1	1046
4339	Tmem87a	1046
4340	Kpna2	1046
4341	Bre	1046
4342	Elovl7	1045
4343	Zfp651	1045
4344	Ppm1g	1045
4345	Mtmr3	1045
4346	Plekhj1	1045
4347	Pikfyve	1045
4348	Cdk19	1045
4349	Rnf114	1045
4350	Ephx4	1045
4351	Prmt5	1044
4352	Pdrg1	1044
4353	Nsmce2	1044
4354	Arid2	1044
4355	Dnajb14	1044
4356	Mdm2	1043
4357	Fnbp4	1043
4358	Oser1	1043
4359	Fam114a2	1043
4360	Cacna1g	1043
4361	Tppp3	1043
4362	Ptcd2	1042
4363	Wdr35	1042
4364	Cdk12	1042
4365	Focad	1042
4366	Ddx52	1042
4367	Mettl10	1042
4368	Aggf1	1042
4369	Hnrnph3	1042
4370	Wbscr17	1042
4371	Fuom	1041
4372	Ccdc85a	1041
4373	Alg5	1041
4374	Exosc4	1041
4375	Dcaf5	1041
4376	Clcn2	1041
4377	Dscaml1	1041
4378	Rsu1	1041
4379	AI837181	1041
4380	Gnpat	1040
4381	Nkain1	1040
4382	Gopc	1040
4383	Plcl2	1040
4384	Acsl1	1040
4385	Myef2	1040
4386	Sox4	1039
4387	Nmd3	1039
4388	Col4a3bp	1039
4389	Rp9	1039
4390	Tspan6	1039
4391	Nxt2	1038
4392	Tsc2	1038
4393	Adrbk2	1038
4394	Mcoln1	1038
4395	Glt25d1	1038
4396	Cers1	1037
4397	Gprin1	1037
4398	Mpp2	1037
4399	Mtif2	1037
4400	Phldb1	1037
4401	Slc35a5	1036
4402	Nsdhl	1036
4403	Tubg1	1036
4404	Stoml1	1036
4405	Adi1	1036
4406	Keap1	1036
4407	Cnnm1	1036
4408	Zc3h14	1035
4409	Snx12	1035
4410	Dlgap3	1035
4411	Parm1	1035
4412	Lrp3	1035
4413	Abhd11	1035
4414	1110004E09Rik	1035
4415	Wtap	1034
4416	Abhd14a	1034
4417	Atp13a3	1034
4418	Ptrhd1	1034
4419	Mpdz	1034
4420	Slc31a1	1033
4421	Kit	1033
4422	Atl2	1033
4423	Gria4	1033
4424	Lrrc8d	1033
4425	Cndp2	1032
4426	Fbxo38	1032
4427	Smchd1	1032
4428	Gtf2a1	1032
4429	Nudt9	1032
4430	Fsd1l	1032
4431	Tagap1	1032
4432	1110059E24Rik	1031
4433	Akap13	1031
4434	Vamp4	1031
4435	Bhlhb9	1031
4436	Gfod1	1031
4437	Tmem191c	1031
4438	Rbm17	1030
4439	Pianp	1030
4440	Tbcel	1030
4441	Tnfaip1	1030
4442	Cdc27	1030
4443	Egfl7	1030
4444	S100a1	1030
4445	Suv420h1	1030
4446	Dcps	1029
4447	Spsb3	1029
4448	Abracl	1028
4449	Slc22a23	1028
4450	Asb8	1028
4451	Spata2	1028
4452	Fam220a	1028
4453	Hdac5	1028
4454	Gamt	1028
4455	Ankrd28	1027
4456	Tars	1027
4457	Nosip	1027
4458	Tmem55a	1027
4459	Hlf	1026
4460	Ybx3	1026
4461	Blvra	1026
4462	Senp5	1026
4463	Slc37a3	1025
4464	Trappc9	1025
4465	Pnmal1	1025
4466	Kctd1	1025
4467	Gpr123	1025
4468	Gtf2h1	1025
4469	Capn5	1024
4470	Heatr3	1024
4471	Hadh	1024
4472	Pccb	1024
4473	Ift81	1024
4474	Akt3	1024
4475	Ivd	1023
4476	Fat3	1023
4477	Kat7	1023
4478	Noc2l	1023
4479	Rfk	1023
4480	Azi2	1023
4481	Thumpd3	1022
4482	Tacc2	1022
4483	Erlec1	1022
4484	Foxj3	1022
4485	Pou6f1	1021
4486	Nell1	1021
4487	Porcn	1021
4488	Dlgap2	1021
4489	Rit1	1021
4490	Gba	1021
4491	Pacs2	1021
4492	Mrps31	1020
4493	Aimp2	1020
4494	Uggt1	1020
4495	Slc6a1	1020
4496	Ints1	1020
4497	Adrbk1	1020
4498	Stk16	1020
4499	Nkain2	1020
4500	Pagr1a	1019
4501	Tmem88b	1019
4502	Zfp266	1019
4503	Chuk	1018
4504	2410002F23Rik	1018
4505	Fam102a	1018
4506	Stard3	1018
4507	Dnajc21	1018
4508	March8	1017
4509	Wdr18	1017
4510	Smad7	1017
4511	Lrp12	1017
4512	Nin	1017
4513	Nipal3	1017
4514	Stk4	1017
4515	Tspan14	1017
4516	Wbscr22	1017
4517	Mtx1	1016
4518	Mak16	1015
4519	Slc30a3	1014
4520	Bdnf	1014
4521	Klf10	1014
4522	Rbbp9	1014
4523	Sgsm3	1014
4524	Smarca1	1014
4525	Smarcal1	1014
4526	Ppargc1a	1014
4527	Chrac1	1014
4528	Kcnv1	1013
4529	Rnpc3	1013
4530	Ppa2	1013
4531	Kctd6	1013
4532	Creld1	1013
4533	Lrp1b	1013
4534	Ppip5k1	1013
4535	Lypd1	1012
4536	Slitrk3	1012
4537	Fam175b	1012
4538	Fam131b	1012
4539	Nol12	1011
4540	Ppp2r5d	1011
4541	Rps2	1011
4542	Mfn1	1010
4543	Zc3h7a	1010
4544	Hgs	1010
4545	Mfsd1	1010
4546	Ndnl2	1010
4547	Igbp1	1010
4548	Zfp955b	1010
4549	Tmod1	1009
4550	Mapk1ip1	1009
4551	Prdx4	1009
4552	Wwc2	1008
4553	Anxa5	1008
4554	B4galnt1	1008
4555	Uros	1008
4556	Edc4	1007
4557	Ranbp3	1007
4558	Adar	1007
4559	Nav2	1007
4560	Golt1b	1007
4561	Dgat2	1006
4562	Ccnt2	1006
4563	Fosb	1006
4564	Klc2	1006
4565	Enpp4	1006
4566	Slc39a3	1006
4567	Ube2m	1005
4568	Rhou	1005
4569	Lsamp	1005
4570	Nt5c3b	1005
4571	Calb1	1005
4572	Tle1	1004
4573	D930016D06Rik	1004
4574	Tor1b	1004
4575	Cacna1h	1004
4576	2900026A02Rik	1004
4577	Usp20	1004
4578	Lcorl	1004
4579	2810013P06Rik	1003
4580	Dguok	1003
4581	Eif1ad	1003
4582	Utp3	1003
4583	B4galt5	1003
4584	Gfra4	1003
4585	Ift172	1003
4586	Tgoln2	1003
4587	Dr1	1003
4588	Phf21a	1003
4589	Thsd7a	1002
4590	Slc1a3	1002
4591	Smarca5-ps	1002
4592	Tapt1	1002
4593	Ankrd13b	1002
4594	Ak2	1002
4595	Dyrk1a	1002
4596	Echdc1	1001
4597	Psme1	1001
4598	Rph3a	1001
4599	D2Wsu81e	1001
4600	Zdhhc2	1001
4601	Hdac9	1001
4602	Tbc1d23	1000
4603	Tmem175	1000
4604	Dstyk	1000
4605	Flywch1	1000
4606	Ccng2	1000
4607	Wdr74	1000
4608	Ehd1	999
4609	Rcbtb1	999
4610	Mtus2	999
4611	Bax	999
4612	Stag1	999
4613	1700123O20Rik	999
4614	Dagla	998
4615	Clcc1	998
4616	C530008M17Rik	998
4617	Ammecr1l	998
4618	Cacnb1	998
4619	Iqcc	998
4620	Dhdds	998
4621	Dnajc13	998
4622	Atat1	998
4623	Kpna6	998
4624	Fam76a	998
4625	Hdgfrp2	997
4626	Mphosph6	997
4627	Idnk	997
4628	Nr2c2ap	997
4629	Mtmr7	996
4630	Hipk2	996
4631	Prkrip1	996
4632	Taf1b	996
4633	Lman2	996
4634	Copg2	996
4635	Fbl	995
4636	Gpn1	995
4637	Fbxw5	995
4638	Commd5	995
4639	Rpa1	995
4640	Slc2a13	994
4641	Chn2	994
4642	Gabbr2	994
4643	Ap3s2	994
4644	Brms1l	994
4645	Sema6d	994
4646	Anp32b	994
4647	Leo1	994
4648	Trim46	994
4649	Cluap1	994
4650	Spon1	994
4651	Atg13	994
4652	Yy1	993
4653	Ccdc85b	993
4654	Fbxl2	993
4655	Tmem254b_loc3	993
4656	Pla2g16	993
4657	Tmem254b_loc2	992
4658	Rspry1	992
4659	Zfp239	992
4660	Dcun1d5	992
4661	Elovl1	992
4662	Maged2	992
4663	Fjx1	992
4664	Nol8	992
4665	Mpp1	992
4666	Glrx5	992
4667	Dcaf13	991
4668	Hdac1	991
4669	Gga3	991
4670	Etfa	991
4671	Abhd3	991
4672	Ncoa6	990
4673	Rab31	990
4674	Cant1	990
4675	Orc3	990
4676	B3galt1	989
4677	Nob1	989
4678	Llgl1	989
4679	Erbb2ip	989
4680	Hbp1	989
4681	Pgm2	988
4682	Coa6	988
4683	Gtpbp2	988
4684	Smyd2	988
4685	Ube2q2	987
4686	Ppp1r15b	987
4687	Kcnc1	987
4688	Tmem167b	987
4689	Rrp7a	986
4690	4930506M07Rik	986
4691	Slc39a6	986
4692	Tmco3	986
4693	Tssc4	985
4694	Vcl	985
4695	Ube2o	985
4696	Flna	985
4697	A830018L16Rik	985
4698	Fam69b	985
4699	Frmpd4	985
4700	Slc35c2	985
4701	Chchd4	985
4702	Bend6	984
4703	Pde10a	984
4704	Atp8b2	984
4705	Nfs1	983
4706	Hltf	983
4707	4933426M11Rik	983
4708	Cdv3	983
4709	Arl15	982
4710	Zdhhc14	982
4711	Ppp2r5b	982
4712	Abcb8	982
4713	Papd5	982
4714	Sec23ip	982
4715	D7Ertd715e	981
4716	Tubgcp5	981
4717	Twf1	981
4718	Lrrcc1	981
4719	Lmbr1	981
4720	Fam98a	981
4721	Agps	981
4722	Pllp	981
4723	Jmjd8	981
4724	Prkrir	981
4725	Tle4	981
4726	Scamp4	981
4727	Ptgr2	980
4728	Sos1	980
4729	Slc35a1	980
4730	Chfr	980
4731	St8sia5	980
4732	Slc6a15	980
4733	Nploc4	980
4734	Gba2	980
4735	Rlim	979
4736	Pkig	979
4737	Hat1	979
4738	1110065P20Rik	979
4739	Ecd	979
4740	Ddx27	979
4741	Ephb6	979
4742	Lgalsl	979
4743	Zfyve27	978
4744	Dbp	978
4745	Mrpl40	978
4746	Pdcl	978
4747	Fam160b1	978
4748	Gm20594	977
4749	Dctpp1	977
4750	Tmem170b	977
4751	Arhgap33	977
4752	Dnajb1	977
4753	Ppp2r5a	977
4754	Rfng	977
4755	Trappc10	977
4756	Sertm1	976
4757	2210018M11Rik	976
4758	Trappc8	976
4759	Sesn1	976
4760	Pex5	976
4761	Actl6b	976
4762	Rapgefl1	975
4763	Tsen34	975
4764	Prmt7	975
4765	Prkci	975
4766	Uri1	975
4767	Psmf1	975
4768	Hapln4	974
4769	Tmbim1	974
4770	Slc35f1	974
4771	Atp11a	974
4772	Jmy	973
4773	Ldb2	973
4774	Lurap1l	973
4775	Pde8b	973
4776	2810004N23Rik	973
4777	Dopey2	973
4778	Arhgdig	973
4779	Armcx4	973
4780	Spry2	973
4781	Pdlim2	972
4782	Rasa3	972
4783	Chrd	972
4784	Gipc1	972
4785	Pcp4	972
4786	Lasp1	972
4787	Ngrn	972
4788	Arl16	972
4789	Gclm	971
4790	Eif2b5	971
4791	Elmo1	971
4792	Tmem254b_loc1	971
4793	Cars	971
4794	Prdm2	970
4795	Thoc3	970
4796	D19Ertd737e	970
4797	Rtca	970
4798	Mrpl47	970
4799	Litaf	969
4800	Ppp6c	969
4801	Hyou1	969
4802	A230050P20Rik	969
4803	Tle3	969
4804	Grin3a	969
4805	Neurl1a	969
4806	Ephb1	968
4807	Ptbp1	968
4808	Cyb561	968
4809	Mrps23	968
4810	Susd4	968
4811	Ddx56	967
4812	Oxa1l	967
4813	Inpp5k	967
4814	Atp2b3	967
4815	Grk6	967
4816	Polr3e	966
4817	Cdc16	966
4818	Tgfb2	966
4819	Ndst1	966
4820	Cep290	965
4821	Mcts2	965
4822	Rchy1	965
4823	Cnih3	965
4824	Arl4a	963
4825	2510009E07Rik	963
4826	Bod1	963
4827	Foxn3	963
4828	S100a16	962
4829	N4bp1	962
4830	Dnaja3	962
4831	Tada2a	962
4832	Gstz1	962
4833	Arf6	961
4834	Nol11	961
4835	Mir682	961
4836	Gdap1l1	961
4837	Fam20b	961
4838	Aup1	961
4839	Plbd2	961
4840	Coro7	960
4841	Wdr48	960
4842	Gm6548	960
4843	Josd1	960
4844	Pcx	960
4845	Ppfia3	960
4846	Pdp1	960
4847	Fam104a	960
4848	Chac2	959
4849	Zzz3	959
4850	Kctd4	959
4851	Dclk2	959
4852	Anks3	959
4853	Ggps1	959
4854	Gna13	959
4855	Ptprj	958
4856	Sec22a	957
4857	Gpatch1	957
4858	Rnf130	956
4859	Pip5k1b	956
4860	Mrps26	956
4861	Mettl9	956
4862	Kcnh3	956
4863	Aig1	955
4864	Arfgap3	955
4865	Npat	955
4866	Ccng1	955
4867	Arfrp1	955
4868	Emc9	954
4869	Fam216a	954
4870	Zbtb16	954
4871	Mrpl44	954
4872	Apoe	953
4873	Tmem160	953
4874	Psmg3	953
4875	Mapkbp1	953
4876	Camkk1	953
4877	Vps11	953
4878	Agfg1	953
4879	Lrrc49	952
4880	Sugp2	952
4881	Sept9	952
4882	Tpgs1	952
4883	Lifr	952
4884	Ipo8	952
4885	St3gal2	952
4886	Necab1	952
4887	Rfwd2	951
4888	4930430F08Rik	951
4889	Ilkap	951
4890	Tusc2	951
4891	Rpain	951
4892	Smpd4	951
4893	Rnf103	951
4894	Slitrk1	951
4895	Pfkfb2	950
4896	Dnpep	950
4897	Cav2	950
4898	Znf512b	950
4899	Rnft2	950
4900	Bnip2	950
4901	Matn2	950
4902	Palm	950
4903	Lrrc59	950
4904	2610301B20Rik	950
4905	Cnep1r1	949
4906	Arpc3	949
4907	Suco	949
4908	Actr3b	949
4909	Mdn1	949
4910	Aar2	948
4911	Cul9	948
4912	Stxbp3a	948
4913	Pphln1	948
4914	Mark1	948
4915	Pip5k1a	948
4916	Tnk2	948
4917	Dnajc27	948
4918	Rbm33	948
4919	Snrpa1	947
4920	Mrpl54	947
4921	Fam214b	947
4922	Pcnxl2	947
4923	Rrn3	946
4924	Sfxn4	946
4925	Mrpl22	946
4926	Srp54a	946
4927	Eri3	946
4928	Gm13889	946
4929	Mgat2	946
4930	Tjp1	945
4931	Pitpnc1	945
4932	Gltscr1l	945
4933	Stau1	945
4934	Coa5	945
4935	Dhps	945
4936	Fibcd1	945
4937	Pvrl1	945
4938	Nipa1	945
4939	Acss2	945
4940	2810428I15Rik	944
4941	Cdr1	944
4942	Timm8a1	943
4943	Phc1	943
4944	Etv5	943
4945	Mphosph9	943
4946	Kcnip2	943
4947	Tceal3	942
4948	Dgat1	942
4949	Map2k7	942
4950	Tcf12	942
4951	Med15	942
4952	Fam3c	942
4953	Ergic1	942
4954	Mt2	942
4955	Pptc7	942
4956	Ncs1	941
4957	Nasp	941
4958	Xpot	941
4959	Med8	941
4960	Lsm14b	941
4961	Ptprz1	940
4962	Eci2	940
4963	Tmem178	940
4964	Slc25a19	940
4965	Ankrd13d	940
4966	Snx25	939
4967	Abhd8	939
4968	Ddx21	939
4969	Tspyl5	939
4970	Csmd2	938
4971	Cul4b	938
4972	Hs2st1	938
4973	Flrt1	937
4974	Sgms1	937
4975	Dimt1	937
4976	Anln	937
4977	Pgam5	937
4978	Tmem25	937
4979	Srrm4	937
4980	Rbm7	937
4981	Cd3eap	937
4982	Sgce	936
4983	Gmpr2	936
4984	Mmgt1	936
4985	Mageh1	936
4986	Apip	936
4987	Stt3a	935
4988	Gnai3	935
4989	Tbc1d17	935
4990	Nudcd2	935
4991	Thoc5	935
4992	Ldoc1l	935
4993	Tug1	934
4994	Aldh6a1	934
4995	Zbtb44	934
4996	Fam177a_loc1	934
4997	Psmg4	933
4998	Faxc	933
4999	Ide	933
5000	Cdh10	933
5001	Kbtbd7	933
5002	Mafg	932
5003	Dcaf12	932
5004	Palmd	931
5005	Iscu	931
5006	Uimc1	931
5007	Hip1r	930
5008	C230091D08Rik	930
5009	Crls1	930
5010	Map6d1	930
5011	Sh3gl3	930
5012	Mtg1	930
5013	Tbc1d7	929
5014	Msrb2	929
5015	Pgs1	929
5016	Usp24	929
5017	Plec	929
5018	Tlk2	928
5019	Wrnip1	928
5020	Thrb	928
5021	Cdk5rap3	928
5022	Sema6a	928
5023	Srm	928
5024	Nrip1	928
5025	Men1	928
5026	Aspa	928
5027	Arfgef2	928
5028	Mob2	927
5029	Mettl23	927
5030	Jakmip1	927
5031	Gltp	927
5032	Tmem131	927
5033	Prpf38a	927
5034	Sbf1	927
5035	Ssbp4	927
5036	Arhgap20	927
5037	Lrrc7	927
5038	Rexo4	927
5039	Surf2	927
5040	Cyb5r3	927
5041	Mpp6	927
5042	Plod1	927
5043	Dennd4a	926
5044	Zmym4	926
5045	Kxd1	926
5046	Tram1l1	926
5047	Terf2	926
5048	Ints10	926
5049	Pcnxl3	926
5050	Paqr8	926
5051	Pwwp2a	926
5052	Sbf2	925
5053	Per1	925
5054	B630005N14Rik	925
5055	Pcf11	925
5056	A430005L14Rik	925
5057	Rnf2	924
5058	Snupn	923
5059	Pnpo	923
5060	Tigd2	923
5061	Nop14	923
5062	Spen	923
5063	C1qtnf4	923
5064	Grm7	923
5065	Klf7	923
5066	Gm996	922
5067	Stra13	922
5068	Gstm7	922
5069	Ccrn4l	922
5070	Dynlt1c_loc1	922
5071	Rai1	921
5072	Fam73b	921
5073	Acbd3	921
5074	Cln8	921
5075	Aldh3a2	921
5076	Rnf214	921
5077	Slc20a2	921
5078	LOC106740	921
5079	Ift57	921
5080	Kcnt1	921
5081	Rasa2	920
5082	Cnot6l	920
5083	Slc7a8	920
5084	Ap4s1	920
5085	Spryd7	920
5086	Snx15	920
5087	Gmcl1	920
5088	D10Jhu81e	919
5089	Fkbp1b	919
5090	Ppil3	919
5091	Cenpb	919
5092	Btbd2	919
5093	2810025M15Rik	919
5094	2610002M06Rik	918
5095	Stk38	918
5096	Minpp1	918
5097	Satb1	918
5098	Tsc1	917
5099	Letmd1	917
5100	Fbxo8	917
5101	Vps18	917
5102	1810026J23Rik	917
5103	Gm6710_loc2	917
5104	Zbtb8os	916
5105	Ldb1	916
5106	Ahcyl2	916
5107	Gpr89	916
5108	Zfyve20	916
5109	Ccdc41	915
5110	A330023F24Rik	915
5111	Pitpnm1	915
5112	Pogz	915
5113	Trip11	915
5114	Slc4a4	915
5115	Commd7	915
5116	Scaf8	915
5117	Psmd9	914
5118	Mettl16	914
5119	Mbd3	914
5120	Casc3	914
5121	Slc25a16	914
5122	Maoa	913
5123	Zfp955a	913
5124	9130401M01Rik	913
5125	Irf2	913
5126	Gm608	913
5127	Pycr2	913
5128	Ermp1	913
5129	Snf8	913
5130	Ankmy2	913
5131	Lamp5	912
5132	2310033P09Rik	912
5133	Ddx26b	912
5134	Cirh1a	912
5135	Ift52	912
5136	Fam136a	911
5137	Dnajc14	911
5138	Slc2a6	911
5139	Tmem189	911
5140	Entpd6	911
5141	Dvl1	911
5142	Nuak1	911
5143	Tmem56	911
5144	Ambra1	911
5145	Kin	910
5146	Mmp16	910
5147	Tfam	910
5148	Asxl1	910
5149	Slmo1	909
5150	Plxna1	909
5151	Traf7	909
5152	Mcm3ap	909
5153	Commd2	909
5154	Ccl27a_loc1	908
5155	B230217C12Rik	908
5156	Tmem151b	908
5157	Clvs1	907
5158	Ube3b	907
5159	4931406P16Rik	907
5160	Edem3	907
5161	Fam57b	907
5162	Iws1	906
5163	Rbck1	906
5164	Kazn	906
5165	Tmem141	906
5166	Glcci1	906
5167	Ptgds	905
5168	Slc25a39	905
5169	Zfp191	905
5170	Exoc2	905
5171	AU040320	905
5172	Rab21	905
5173	Trmt1	904
5174	Lphn3	904
5175	Rwdd2a	904
5176	Prkaa2	904
5177	Trpc4	904
5178	Zfand2a	904
5179	Acvr1	904
5180	Ttyh2	904
5181	Taf12	904
5182	Larp6	904
5183	Pnrc1	904
5184	Coq2	903
5185	Wdr8	903
5186	Ryk	903
5187	Arrb1	903
5188	Plxdc2	903
5189	Gse1	903
5190	Topors	903
5191	Galnt11	902
5192	Rsph9	902
5193	Ddx25	902
5194	Fam84a	902
5195	Ulk1	902
5196	Kcnip4	901
5197	Pacs1	901
5198	Ube2g2	900
5199	Gjc3	900
5200	Prkar2b	900
5201	Lrrc57	900
5202	Myg1	900
5203	Wdr70	900
5204	Pan3	900
5205	Tmem70	900
5206	Smc5	899
5207	Zfp1	899
5208	Bbs5	899
5209	Irgq	899
5210	Lmo3	899
5211	Ahsa2	899
5212	1700047I17Rik2_loc2	899
5213	Phlpp2	898
5214	Gyk	898
5215	Tor1a	897
5216	Arhgef3	897
5217	Fsd1	897
5218	Pnkd_loc1	897
5219	Nudt18	897
5220	Aco1	896
5221	Ankrd24	896
5222	Dpf1	896
5223	Tsc22d2	896
5224	Slitrk2	895
5225	Ube2d1	895
5226	Epc1	895
5227	Sgpp1	895
5228	Snhg4	895
5229	Kcna4	895
5230	Col25a1	894
5231	Acd	894
5232	Bcl7b	893
5233	Nlgn3	893
5234	Dazap1	893
5235	Man2c1	893
5236	Gprc5b	892
5237	Cnpy3	892
5238	Gosr1	892
5239	Mepce	892
5240	Ccdc90b	892
5241	Xrn1	892
5242	Rxrb	892
5243	Ranbp6	892
5244	Tmem18	892
5245	Manea	892
5246	Fbxo22	891
5247	Lrrc28	891
5248	Nabp2	890
5249	Cd2bp2	890
5250	Cox10	890
5251	Lpar1	890
5252	Tcp11l2	890
5253	Chmp1b	889
5254	Rexo1	889
5255	Trip4	889
5256	Irak1	889
5257	Slc30a5	888
5258	Dnm2	888
5259	Evi2a-evi2b	888
5260	Tsr3	888
5261	Rnf170	888
5262	Kcnc2	888
5263	Pard6a	888
5264	Ccz1	887
5265	Ubap2	887
5266	Pi4k2a	887
5267	Ss18l1	886
5268	Heatr5b	886
5269	Mtpap	886
5270	Bmp1	886
5271	Fahd2a	886
5272	Mtmr2	886
5273	Odc1	886
5274	Dock10	885
5275	Vhl	885
5276	Gm6793	885
5277	Rmdn1	885
5278	Kif1c	885
5279	Msh2	885
5280	Kat6a	884
5281	Dcaf10	884
5282	Slc6a7	884
5283	Cbfa2t3	884
5284	Actr8	884
